Mean,Deviation,Contrast,Complexity_Entropy,Sharpness_LaplacianVar,Edge_Strength_Sobel,Noise_Level_Sigma,patient_id,modality,shape,voxel_spacing_mm
0.1485456652795845,0.24052033398486689,1.0,3.467366585998209,0.005433524924044669,0.017006829827005604,0.011320137733788036,BraTS20_Training_016,FLAIR,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.23334311858530135,0.34916860556492224,1.0,4.25983145762334,0.009829397296291053,0.030171211455568503,0.0006134379068982356,BraTS20_Training_346,T1,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.2212081574728439,0.3296876912244418,1.0,4.679219740977237,0.023678182709235978,0.03305051710792856,0.011921272434534684,BraTS20_Training_346,T1ce,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.16891388433661486,0.2681167628624482,1.0,4.9000469884550935,0.022015228801846528,0.036296315311292154,0.007693469582462035,BraTS20_Training_346,T2,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.2430534873534251,0.3510088781907813,1.0,3.9692723475167786,0.018318656126878816,0.03021079668598248,0.010854360500978127,BraTS20_Training_346,FLAIR,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.21994612068965516,0.34318156633620145,1.0,3.356976220260566,0.018783796846787333,0.03015473485388641,0.02012661045357708,BraTS20_Training_058,T1,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.21145833333333333,0.3305245451929123,1.0,3.405340398300378,0.028254917800453513,0.03288309526544792,0.023750684674356634,BraTS20_Training_058,T1ce,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.12631079443612023,0.21649590173995006,1.0,3.0779534375277247,0.016707053297293144,0.02878172306203262,0.020741359063230082,BraTS20_Training_058,T2,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.15948880546536795,0.25820551120770574,1.0,3.1711444655519254,0.022013187592530126,0.03142236626868177,0.028396631106152825,BraTS20_Training_058,FLAIR,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.2336842641497131,0.36751091966017446,1.0,3.283191955713179,0.010051921466199387,0.02222794435268057,0.007640177173516881,BraTS20_Training_240,T1,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.23323909865242817,0.36595840607784336,1.0,3.3001614269219943,0.02035832095494266,0.028191346298605376,0.013593019138758478,BraTS20_Training_240,T1ce,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.15057231009337949,0.25308166128090753,1.0,3.671390692284785,0.010176188865685446,0.024106320796281486,0.00794321419093724,BraTS20_Training_240,T2,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.15231341515934538,0.25272145508779226,1.0,3.409562035497149,0.005143671086807016,0.01997264036628098,0.007821712766507966,BraTS20_Training_240,FLAIR,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.21093497918293,0.3422190192938877,1.0,3.197496265839469,0.016695795748649725,0.032065228493719136,0.01848925983227145,BraTS20_Training_077,T1,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.21206341802890313,0.34097518358095297,1.0,3.1814657908341473,0.029668534358868667,0.032505981925405714,0.022509355924781992,BraTS20_Training_077,T1ce,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.1478419750207297,0.25346754838059266,1.0,2.977312240121973,0.022979153517239673,0.03380699955293486,0.021153183408122504,BraTS20_Training_077,T2,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.1267645413870246,0.2192301929997821,1.0,3.11284057991803,0.011475827297013092,0.023291244586984734,0.021150476718023434,BraTS20_Training_077,FLAIR,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.23092001465911347,0.34891307007130323,1.0,3.691298106147156,0.005823467289033395,0.028566769034256558,0.014560328823254523,BraTS20_Training_120,T1,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.23340725171078697,0.34849958502858097,1.0,3.6459525657795258,0.01727617337686843,0.032412478643426924,0.01841064816743234,BraTS20_Training_120,T1ce,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.10321341368951398,0.1876082255238649,1.0,4.078787494442112,0.003977586752490344,0.021233430949272068,0.006878838302572144,BraTS20_Training_120,T2,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.13761705793946932,0.2254220024219076,1.0,3.600014041027903,0.011880373015403393,0.029823127476738417,0.020309400338150718,BraTS20_Training_120,FLAIR,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.2657188824152542,0.4071842017930842,1.0,3.4622933003759386,0.020023041850202688,0.023087019756222786,0.016403972030472332,BraTS20_Training_306,T1,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.23491978157458324,0.36895062616397545,1.0,3.7271325022190607,0.025488118750283263,0.031778827208493135,0.03009840334227559,BraTS20_Training_306,T1ce,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.15630741261012238,0.2529160666459559,1.0,3.9121479274784536,0.021152629381823253,0.027317976772778963,0.011793711336208879,BraTS20_Training_306,T2,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.23699444135344544,0.37049439354990016,1.0,3.397673233452239,0.03410181010858793,0.03215984607463448,0.026020068155011688,BraTS20_Training_306,FLAIR,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.21705426356589147,0.3448451943464717,1.0,3.3212335341873733,0.009325005234623821,0.032141741402577764,0.015575696727727163,BraTS20_Training_127,T1,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.21302334239834242,0.3326867766545142,1.0,3.356327364442713,0.020636636522417408,0.03436015435349107,0.020090746790738814,BraTS20_Training_127,T1ce,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.12027586222081306,0.22338997574919406,1.0,3.8928194077206744,0.014207428284710447,0.033791265036212687,0.012081565768094446,BraTS20_Training_127,T2,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.14468412635337038,0.2388883834720931,1.0,3.3990750646704573,0.015681727195096598,0.031445400275246026,0.0198759589024816,BraTS20_Training_127,FLAIR,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.2303827582465278,0.35310593128252526,1.0,3.3501391318393385,0.016043212212456595,0.025130848570237015,0.007761610133316646,BraTS20_Training_234,T1,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.25230306140378744,0.38184283700391153,1.0,3.2357028795699545,0.02476952067200825,0.024653717965817272,0.018478834213395256,BraTS20_Training_234,T1ce,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.16587637510501996,0.28833638496229147,1.0,3.7167637725634903,0.005082479190067851,0.017980931855178142,0.006044674738230705,BraTS20_Training_234,T2,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.16881702196382428,0.27448235420167755,1.0,3.2492544529521834,0.013266013514979736,0.024990944088755147,0.010793602343044462,BraTS20_Training_234,FLAIR,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.2318359841696535,0.34701552072655256,1.0,3.7218614158557224,0.01632020861009452,0.030583357865371082,0.01714773273139321,BraTS20_Training_040,T1,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.22693555330937407,0.3379447887404586,1.0,3.7398061921716566,0.03504016462108754,0.03362645726341289,0.02270911635444909,BraTS20_Training_040,T1ce,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.11961614353891335,0.21033554290838635,1.0,4.123614609306874,0.012684720835612404,0.027455777404455445,0.008660377919621657,BraTS20_Training_040,T2,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.15007605088495574,0.24476781286597424,1.0,3.627877592778901,0.015827243062625628,0.02931373352059418,0.02101803478741198,BraTS20_Training_040,FLAIR,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.21035813270010711,0.3424427973625697,1.0,4.168376716975761,0.005684900211688058,0.03021810376178179,0.010829990180745222,BraTS20_Training_154,T1,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.2159425266962641,0.34706977961004887,1.0,4.14469284946928,0.011098014357748322,0.030786682653390258,0.012607986231458632,BraTS20_Training_154,T1ce,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.07893159608187718,0.1693901159178975,1.0,3.2935461374072093,0.009596129352746773,0.026757643094099292,0.013971276073907345,BraTS20_Training_154,T2,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.21338547597020588,0.34769716960718167,1.0,3.7566917892180864,0.0072529281363054015,0.03395106635908129,0.011086686508572948,BraTS20_Training_154,FLAIR,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.1850755124056095,0.32667223491726516,1.0,2.9661480413765844,0.01532165941391481,0.027332067195106256,0.018541984517354042,BraTS20_Training_056,T1,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.17638679650741945,0.3089726174022197,1.0,2.9700446206626148,0.030408467806466555,0.027453665082762514,0.022563730667337585,BraTS20_Training_056,T1ce,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.11660590277777778,0.21974043197860538,1.0,2.6304608037093486,0.011654604655511101,0.024303690160211937,0.013602399515199683,BraTS20_Training_056,T2,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.19733304971122112,0.3474387325461221,1.0,2.8333938899554183,0.013255036015668398,0.027113666477801453,0.018240225004817943,BraTS20_Training_056,FLAIR,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.19310202746412608,0.3287519741927599,1.0,3.9285777626882132,0.004771450190937126,0.0267845143640372,0.01047751115633493,BraTS20_Training_156,T1,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.20463412704963135,0.34178372804680845,1.0,3.890759891449169,0.010862273510910011,0.027187798497414453,0.012158290680293025,BraTS20_Training_156,T1ce,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.09774060128083492,0.1955716443380613,1.0,3.4598644468094397,0.011784806787071809,0.02724844906090576,0.013059350666578753,BraTS20_Training_156,T2,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.14287360129564194,0.25009846658908075,1.0,3.688033498627461,0.0027153507709068224,0.02113887778347839,0.0062281243577719915,BraTS20_Training_156,FLAIR,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
